word,size
看好,2
good,36
右边,40
俩,8
节操,6
机场,2
闲着,2
好书,2
细读,2
耐读,2
确实,28
传统,14
淡季,2
影响,18
重庆,2
身边,10
染发,2
土豪,18
庆丰,2
助理,2
一瓶,18
在世,2
先,14
说,160
服不服,2
得罪人,4
职业,4
农民,4
农村户口,2
本色,2
未改,2
心疼,4
在校,2
离校,2
创业,50
大学生,2
几句,2
几个,16
忌讳,4
点,18
闯进,2
传销,4
组织,4
玩,38
白银,4
投资,6
微商,30
急于,2
赚钱,20
找,44
卖,64
三无,2
四级,2
代理人,4
鸡血,4
远离,4
成功,12
学,18
开,14
地面,6
店铺,2
暴利,8
以防,2
受骗,2
高回报,2
高产出,2
一夜,2
暴富,2
发财,14
半年,10
买车,2
一年,20
买房,4
诱惑,2
骗子,6
典型,2
伎俩,2
上当,2
排,4
骨肉,2
感谢,130
蛋蛋,18
第一次,8
出镜,2
夫人,2
首次,4
亮相,2
谢谢,34
女士,6
帮忙,6
一贯,2
品德,2
电梯,2
口,2
先进,2
耶,106
越往后,2
酒越,2
暴露,2
老板,6
动手,2
泪,12
没收,2
年纪,14
小小,2
追逐,2
虚名,4
浮利,2
经商,6
入门,4
学会,6
沫,2
猴,2
冠,2
弱,14
颁,2
老家伙,2
年轻人,12
口袋,4
好套,2
块,16
骨头,2
上钩,2
劝,2
一句,22
别去,2
垃圾,8
奖项,2
好好,4
做生意,6
踏实,4
事业,4
正道,4
神,2
教育,4
妈活,2
不识抬举,2
不近人情,2
算,4
有种,4
署名,4
帮,20
统统,4
收集,2
收拾,2
小泽征尔,2
有点像,4
直销,2
单级,2
扁平化,8
销售,12
结构,6
欲,2
加盟,4
老杜酒,2
仓,2
代理,30
请,58
18810283829,2
杨,2
18810283859,2
小冯,2
18810283819,2
利艳,2
总机,2
4001529629,2
名额有限,2
价格,10
实惠,4
减少,4
中间环节,2
谱,32
李老师,2
地址,12
南京,2
酒保,6
温暖,6
精致,2
家乡,14
快点,6
老猫,2
肯定,12
事情,26
没人会,2
骗,8
小东西,2
冷兄,2
指导,4
求助,2
解决,14
群内,4
通知,4
几次,2
阁下,2
人中,2
龙凤,2
写个,2
长文,8
老宋,2
互联网,20
核心,6
减掉,8
成本,10
守旧,2
思维,10
繁文缛节,2
企业,30
负累,2
轻装上阵,2
参与,10
大潮,2
竞争,8
数据,10
云,2
计算,2
物,2
联网,2
智能化,2
发展,6
全新,4
技术,4
未,2
减负,2
悍然,6
乱加,2
投入,4
更杂,2
负担,2
发,14
多人,18
奶粉,10
不捉,2
急,6
鞠躬,8
致谢,4
漂亮,36
那本书,2
总编,2
出手,6
哈哈哈哈,2
8.8,2
一碗,2
小龙虾,2
缺,2
啤酒,2
渡过难关,2
明天,18
节,2
篇文章,8
下集,2
拐点,6
重生,4
门,4
近日,2
发布,12
敬请期待,2
恭喜,6
毕业,2
踢足球,2
拉黑,6
孤陋寡闻,2
老唐,2
昨天,8
调戏,2
惨,2
警告,2
结束战斗,2
中国,46
神枪手,2
考证,2
溜须拍马,2
阅历,2
极深,2
官场,6
卖粉,2
抓狂,2
红包,12
里,44
推辞,2
http,40
t,40
cn,40
R24iRDq,2
故人,2
智慧,4
晒,4
需,4
捡拾,2
作家,2
面试,6
湖南,4
出场,4
科学家,2
考研,2
这字,4
简单,6
盖上,2
被子,2
张,4
广告费,4
一盒,4
新品,2
带上,8
飞机,6
非你莫属,4
新,20
推荐人,2
张萌,2
Christina,2
脑,4
认知,2
心理学,4
博士,2
青年,2
领导力,2
一书,2
作者,4
才女,2
国内,4
专业,6
研究,14
功能,2
语言,2
认知科学,2
领域,2
青年才俊,2
推荐,36
知识,16
值得,8
学习,22
变性,2
节目,4
感觉,8
生存能力,2
很强,2
荒漠,2
里活,2
出生,2
天,24
妙评,2
苦过来,2
忘本,2
不忘本,2
问,12
妈妈,6
之间,18
最小,14
差别,24
智力,4
毅力,2
智商,10
情商,10
精明,2
澄明,2
算计,6
算了,2
自恋,2
自信,6
拍马,2
拍,12
屁股,2
走,10
第一个,6
第二个,2
第三个,2
表述,2
准确,6
家居,2
行业,8
威力,2
显示,2
商品,16
流通领域,4
暂时,4
制造,2
并未,2
渠道,4
连锁,2
商超,2
大型,2
门脸,2
郊区化,2
购物中心,2
遭受,2
毁灭性,2
冲击,2
近距离,2
社区,2
店,2
大有作为,2
半径,4
越短,2
越,18
老爸,6
信,8
苍生,2
鬼神,2
格局,8
情操,2
自拍,2
神器,2
通神,2
变形,2
计,2
云南,4
垭口,2
村干,2
农活,6
留下,2
印记,2
四个,4
脚指甲,2
坏死,2
报废,2
肿,2
五天,2
痛,2
十天,2
几天,12
指甲,2
估计,12
率先,2
告别,4
脚丫子,2
回复,40
丹麦,2
外交,2
20,20
多年,4
没干过,2
重,6
谢眺,2
这句,26
憋屈,2
好多,4
修正稿,2
改成,2
妈,16
胡说八道,2
撤,4
反动,2
----------,8
基点,2
清晰,2
信用,2
睡,4
公开,4
害羞,2
势不可挡,6
几年,4
危及,4
淘宝,2
生存,2
生态,4
正本清源,2
摒弃,2
糟粕,2
建立,10
经营,2
模式,12
找到,10
正确,20
恰当,2
经营方式,2
正当,4
生意,10
吴静拉黑,2
姜武,2
品牌,6
运营,4
总监,2
毛,4
委员长,2
文章,24
很长,2
写,42
见习,2
新词,2
孔子,6
曰,2
工欲善其事,2
必先利其器,2
器,2
愿之远,2
绝不能,2
孩子,26
喝酒,22
反对,14
送酒,20
玩吧,2
算是,10
局部,2
O2O,6
落地,2
1100,2
县市,2
杜,18
独家,4
发明,2
没什么,2
乱七八糟,2
一级代理,2
二级,2
三级,2
城市,20
闪电,2
送货,6
足够,4
卖不掉,10
退,10
这才,6
诚心实意,2
导游,2
呼叫,18
泰国,2
小邓,2
恨,10
爱,8
宋,2
婳,2
你家,6
老公,4
备胎,2
欺负,6
手臂,2
奇长,2
穿,8
短袖,2
好看,8
猴子,4
衰,78
上海,12
张三骑,2
一辆,2
自行车,2
碰见,2
李四,6
是从,4
车,6
张三说,2
昨晚,2
东莞,2
公园,4
姑娘,10
骑着,2
停,4
跟前,2
衣服,4
全脱,2
想要,2
煞笔,2
鞋子,8
深圳,4
名牌,2
上次,2
讲,20
实战,6
10,22
万,24
名字,10
干掉,6
多要,2
入伙,10
老杜微,2
商团,2
老杜酱,10
提交,4
申请,8
安排,4
工作人员,4
集中处理,2
专机,2
起飞,2
幸福,2
----,4
济宁,4
远走,2
多远,2
女性,6
张君丽,2
改,4
帕劳,2
周日,2
他家,2
喝茶,2
小时,10
搞定,12
老武,2
大半个,2
小二们,10
占领,8
ok,16
兰州,10
片区,4
合影,8
茅台酒,2
香型,2
学名,2
酱香,6
思想者,2
趋势,6
专家,6
观点,6
价值,6
帅,6
贪官污吏,2
相比,2
忽悠,22
天大,2
笑话,2
月初,2
真的,32
讴歌,6
必有,8
禁止,12
拍摄,6
记录,8
行,2
不算,12
野兽,2
嘟,2
教授,6
男女关系,2
两种,6
一种,20
滚,6
网络,18
买不到,2
经得起,8
市场,48
消费者,22
检验,2
水印,2
联系电话,2
叠层,2
混乱,4
越来越,10
深奥,6
人缘,2
骄傲,6
文化,14
上市,6
暴力,6
阻挠,2
警察,4
执勤,4
撞,4
停车,2
回来,4
案犯,2
击毙,2
碰瓷,2
碰错,2
车位,2
撞坏,2
车灯,2
追究,6
赔偿,4
责任,8
索赔,2
十万,2
女,14
这组,2
仕女图,2
真,44
爆,8
款级,2
郑州,4
构图,2
简约,2
色彩,4
精彩,8
设计,4
无关,6
千言万语,2
一目了然,2
纯洁,4
人间,2
少见,2
神贴,2
银川,2
县,2
嘉奖,2
关系,10
礼节,2
交流,6
状态,2
聊及,2
建议,18
私下,4
年龄,4
理论,10
礼貌,2
主动,6
对话,6
语境,6
不可造次,2
唐突,2
徐州,2
何在,4
好喝,6
两次,2
快递,6
漏酒,2
赞老杜,4
利润,10
不高,2
没戏,2
养家糊口,2
赔,6
物流,10
公司,36
位置,6
西安,6
陆总,4
熟透,2
54321,2
太,44
认同,2
象牙塔,2
学者,2
习,2
江湖,10
习气,2
妥,6
单瓶,2
东阳,4
好像,18
重工,2
国企,2
情,2
何以堪,2
马大帅,2
卸任,2
蔡,4
英文,2
台湾地区,2
首选,4
领导人,2
李登辉,2
浅,2
陈阿扁,2
深,4
马英九,2
硬,6
吕秀莲,2
软,2
蒋经国,2
窄,2
蒋中正,2
宽,4
政治,14
此人,10
空间,4
不小,2
余地,2
很大,2
可进可退,2
可谈,2
可吵,2
可分,2
可合,2
从大,2
历史观,2
政党,2
契机,2
应有,2
乐见,2
其成,2
写错,2
行不行,6
标本,2
化,6
谢谢你们,6
李乐斌,2
有罪,2
公共,4
治安,2
卖命,4
国家,18
资本主义,2
实用主义,2
实用,6
即可,10
权力,2
高于一切,2
瓶,10
论政,2
秀,4
展示,4
学识,4
强,6
脑袋,4
残,2
本质,2
游戏,2
纵横家,4
兵家,4
儒家,4
法家,4
道家,6
墨家,2
配角,2
负责,8
鼓捣,2
挑逗,2
激怒,2
出兵,2
之内,2
收到,14
广州,10
接近,10
转发,32
不太好,2
P,2
录制,2
后半夜,2
约,14
上周,2
史记,2
-----------,12
写给,2
陈,6
爸爸,2
一封信,2
明华,2
缘由,4
爹,4
高速,2
违规,4
2015,10
日,4
事发,2
引发,2
高考,2
人数,2
数百万,2
后果,2
几百万,2
封,2
高中生,2
来信,2
支持,12
未成年人,4
不良,2
引导,2
恶果,2
发表文章,2
R2NrpJD,2
龚文祥,6
定义,8
指正,2
发表,6
概念,6
R2pbZvY,2
小丫头,4
赏给,2
一期,2
争议,4
宝宝,4
可爱,12
脾气,2
否认,4
只选,2
一人,2
达标,4
老黄,2
吓坏,2
讲课,12
聊天,4
梁朝伟,2
文笔,2
之好,2
行文,2
涓涓,2
流水,4
娓娓道来,2
细细,4
沧桑,2
皖南,2
鱼米之乡,2
感动,4
枣庄,2
三步,2
捧杀,2
棒杀,2
厚道,6
哥们,10
拉,22
黑,18
拓展,2
更好,16
一路,4
一带,2
猪,4
西藏,4
那曲,2
不到,8
陌生,4
刷屏,2
诚心,2
添堵,2
读者,2
奸商,2
舔,2
官员,6
必遭,2
厄运,2
名句,8
既出,2
争锋,2
他俩,2
撕,8
公关,2
幕后,2
配合,2
运作,4
水平,6
有知,2
局限,4
越大,4
无知,2
世界,8
彰显,2
辽阔,2
苍莽,2
发钱,2
吾,2
生,6
有涯,2
而知,2
无涯,4
以有涯,2
殆已,2
知者,2
终于,12
知也者,2
争之器,2
越多越好,2
斗,2
皆知,2
有用,2
之用,4
而莫知,2
无用,2
老庄,2
惠施,2
歪树,2
打架,4
天地,4
有大美,2
不言,2
四时,2
明法,2
不议,2
万物,4
成理,2
政策,8
收获,2
一员,2
尼克松,2
访华,2
里程碑,2
可惜,4
马丁路德,2
哈瓦那,2
过世,2
请来,2
磕死,2
友商,2
参战,2
倒,10
加分,2
图片,20
思路,4
玩得,2
野,4
骚,2
贱,2
NO,14
尽人皆知,2
这款,8
国外,2
华夏儿女,2
海外,4
股,2
一篇,6
300,6
字,8
文字,8
4500,2
这篇,2
2000,6
肖纲,2
今天下午,2
党校,2
讲座,2
摘要,2
股市,10
改革,2
成立,4
差钱,2
实体,4
经济,14
越差,2
越涨,2
判断,4
没道理,2
牛市,2
政府,14
保,4
7%,2
预期,2
基础,4
讲完,2
分析,4
主席,4
事实,6
老顾,2
挑战,4
北大,4
哲学系,2
惊动,2
党中央,2
地理位置,2
天亮,6
小二,16
当天,6
送到,12
手上,4
切忌,2
赶时髦,2
慎之又慎,2
别信,2
瞎说八道,2
半桶水,2
跑,4
火车,8
主,2
动作,10
枪,2
这酒,20
火遍,2
神州,2
聊脚,2
饮者,2
留其名,2
私信,12
肤浅,2
好萌,2
褒贬,6
禁不住,2
嘴,2
务农,2
神功,2
盖世,2
事,28
老外,6
杜酱,2
代言,2
问好,4
两把刷子,2
直视,2
物体,2
对称,2
递进,2
解救,2
受教,2
优化,2
包装,4
占便宜,2
改造,2
勤奋,2
有序,2
生活,10
名词解释,2
本来,4
共同体,2
各方,2
愚蠢,4
意见,2
统一,2
试图,2
撕开,2
撕成,6
用户,8
高手,6
火爆,4
富豪,6
杀,2
进,6
邮币卡,2
玩玩,2
标准,4
超级,6
爷们,6
堕楼,2
死,20
抓,8
有事,2
六个,8
一夫一妻,2
违反,8
计划生育,2
超生,2
罪,6
一夫多妻,2
婚姻法,2
重婚罪,2
广告法,2
假冒,2
涉嫌,2
虚假,4
宣传,4
环保法,2
绿帽子,2
超额,2
四罪,2
罚,2
无期,2
友谊,2
利用,4
透,4
严禁,2
大师,8
活着,4
活口,2
谈,6
小人,10
越少,4
是非,2
少,8
谦卑,4
敬畏,6
兄弟,14
轻易,14
激活,4
喜欢,42
潜水,2
起身,2
这该,2
记下来,4
思考,20
居心叵测,2
套现,4
25,2
亿,8
麻烦,4
老张,8
棋局,2
打炮,2
死去,4
秒,2
取名,2
藏山,2
语出,2
庄子,2
宗师,2
藏山于,2
泽,2
意,2
内敛,2
山河,2
包罗,2
万千,2
之意,2
亦可,2
解释,2
便是,2
深山,2
雅致,10
深沉,2
大气磅礴,2
参阅,2
惊天大,2
作,2
合伙,8
翻脸,2
法则,2
可微,2
博内,2
搜索,4
朋友,22
当成,2
妙招,2
一集,2
原始股,2
肆无忌惮,2
吹牛,22
30,14
窖,2
底,2
香,2
调制,2
做出,2
一套,6
不错,22
钓鱼,2
煮,2
法国,28
严查,4
菜,2
水货,8
彬彬有礼,2
血肉模糊,2
太狠,4
交警,2
小孩子,10
造型,8
玉料,2
饮酒,8
销量,4
沧海一粟,2
庞大,2
无边,2
酒商,2
聊,4
拉菲,8
一打,2
年份,6
solosoulJ,2
不好,10
好色,2
旅途,2
孤单,2
同车,2
不准,8
会闹出,2
登徒子,2
惊艳,2
故事,6
馋嘴,2
杞人,2
忧天,2
塌,2
今朝,2
唱凤歌,2
屈原,2
炒股,4
客,2
汨罗江,2
头,4
粽叶,2
十年,6
打算,10
出家,2
长大,2
书架上,2
极品,4
资源,6
革命,6
私藏,2
陈晓晖,2
签名,2
珍贵,6
卧槽,12
说雪,2
碧,2
厨子,2
费曼,2
老范,4
嘻嘻,2
认可,4
祝福,10
完,12
修改,2
炮,2
枉,2
少年,6
岁,22
自动,4
痊愈,2
别吓人,2
速,2
转速,2
转,6
妙帖,2
缺货,6
爆款,10
中枪,2
承认,4
亲娘,2
春风,4
荡漾,2
地活,4
外面,2
秋风落叶,2
缩,4
家里,4
字用,2
人大,4
刚刚,16
出台,2
吸,4
逆淡,2
旺,2
逆势,2
小牛,2
人生,26
吹过,2
奋斗,4
微博是,2
三低,2
三高,2
逼们,2
这事,6
明朗,2
悄悄,4
怪蜀黎,2
撕逼大,2
10000,6
倍,6
赏脸,8
抄底,2
自然,6
调整,6
词,8
张利,8
目光,2
如注,2
心中有数,2
装,10
私营,2
企业主,2
单次,2
家财,2
积累,6
精中,2
精,2
财富,4
按钮,2
媒体,2
果断,2
是我太,2
拯救,2
爱护,2
如爱,2
一条,4
藏獒,2
专科,2
工作,10
冲劲,2
不要脸,2
满意,2
高大,2
有意思,12
补偿,2
水军,2
一根,4
屌,16
关店,2
潮,2
百盛,2
集团,2
历年,2
累计,2
关闭,6
玛莎,2
百货,6
预计,8
华堂,2
商场,4
尚泰,2
全军覆没,4
万达,2
战略,4
收缩,2
十家,2
宁波,4
青岛,6
沈阳,12
芜湖,2
无锡,2
厦门,2
烟台,2
津乐汇,2
卒,2
乐购,2
卜蜂,2
莲花,2
沃尔玛,2
人人乐,2
711,2
减员,2
麦当劳,2
或关,2
80,4
内蒙,2
鲁哥,2
原因,6
不详,2
辞海,2
无赖,2
没错,22
始终,2
谬论,6
发明者,2
终极,2
拥,2
趸,2
邪恶,10
-------,2
大跌,2
证监会,4
还会,4
干出,2
惊天,2
大招,4
早,2
抬举,10
礼物,6
厌恶,2
软件,2
流氓,2
流氓软件,2
哇呀,2
好几个,4
奖,2
用力,4
岁练,2
跌,10
摸,10
爬,8
哭,4
走稳,2
求稳,2
求进,2
大连,2
群体,6
信任,12
力小二,2
品格,2
修为,2
心地,2
一流,6
想象,2
委以,2
特别,8
偷渡,2
美国,8
袁,2
理由,2
MV,2
父母,6
垂暮,2
离家近,2
点好,2
健硕,2
离越,2
远越,2
感,4
人类,10
活在,4
我操,12
姿势,2
摆,2
风骚,2
红前,2
留名,2
数值,2
一泻千里,2
令人,4
恐惧,2
狂跌,4
成慢,2
松,2
一口气,2
灾难深重,2
金融危机,4
慢跌,2
节奏,2
下行,4
3000,2
水泄,2
逆,2
逼起来,2
胖子,6
卖书,2
鲁迅文学奖,2
获得者,2
学学,2
中南海,2
领导,6
几张,4
挂,2
客厅,2
这书,4
火,8
7.82%,2
高开,2
跳水,2
翻绿,2
打扑克,2
王炸,2
撕掉,2
送给,8
肖刚,2
句子,2
抄,2
打过,2
狠,8
仲爷,6
吵架,2
老头,4
斗嘴,2
说事,2
合适,4
磊落,4
发展史,2
颇为重要,2
人品,4
稍大,2
不许,10
九句,2
一首,2
诗,4
面子,4
新浪,4
刘总,6
北京,16
不醉,2
极少,2
这样的话,2
安徽,2
做不了,2
胡锦涛,2
王亚,2
樵,2
很漂亮,4
娇小玲珑,2
魅力,2
迄今为止,2
看过,2
全世界,2
豪华,2
烂片,2
点彩派,4
又称,2
印象主义,2
代表,2
人物,6
毕沙罗,2
修拉,2
西涅克,2
光谱,2
单色光,2
原理,2
原色,2
色素,2
点子,2
组合,2
视网膜,2
还原,2
种种,2
颜色,2
画面,4
充满,6
斑驳陆离,2
色点,2
称为,2
奇怪,2
逻辑,2
缺钱,2
印钱,2
割,2
股民,4
导致,14
股灾,2
危机,4
副作用,2
更大,2
创业家,2
灰,2
狼,4
前天,2
听课,2
老玉米,2
农场,2
点击,4
大图,2
抄到,2
开盘,2
涨到,2
拷问,4
历史,12
功臣,2
罪人,2
国,6
相,2
自求多福,2
花姑娘,2
大大的,2
微众,2
创,4
群落,4
协同,2
积木,2
快组,2
连接,2
开放,2
资本,8
众筹,4
重组,2
高效,2
长尾,2
共享,4
商业,14
原,2
分工,2
打破,2
全球化,2
重构,2
曹总,2
只能,4
四张,2
两张,2
没个,2
好意思,2
副,2
中心,2
粉丝,28
粉,12
只粉,2
高冷,2
呼号,2
吹,10
这下,2
目前为止,2
准,2
额头,2
稍,2
孟达,2
拉屎,4
高调,2
到达,6
写诗,2
台面,2
东西,16
骂,12
不服,10
去一趟,2
试衣间,2
忐忑,2
江南style,2
施展,2
法术,2
杀手,2
戴帽子,2
精准,2
西装,2
被疑,2
系过,2
领带,2
装束,2
易经,4
犹如,2
12,12
做爱,2
其要,2
60,10
慎谈易,2
赚,24
七八张,2
开卖,6
陈独秀,2
我用,8
改掉,6
毛病,6
未能,2
根治,2
自以为是,2
自作聪明,2
难上,2
十倍,2
花,4
二十年,2
自暴自弃,2
自不量力,2
自命不凡,2
更正,2
大城市,2
女人,14
爱玩,4
夜总会,4
一段,4
很绕,2
气场,4
降妖除魔,2
花木兰,2
最最,2
厉害,8
民族英雄,4
冉闵,2
祖师爷,2
职场,2
之根,2
人性,6
打量,6
一路货色,2
之分,2
自私,2
小坏,2
默契,2
太帅,2
冷酷,2
一部,2
片子,4
法瑞尔,2
出道,2
之作,2
光头,2
害人,2
外国,4
房子,2
按揭,2
隔壁,10
老王,10
夜,2
归宿,2
荒谬,2
荒诞,4
现实,2
照片,18
视觉,2
误导,4
大部分,14
梦想,4
插,2
鼻子,4
戳,4
横行,2
低,4
社会,18
小白,2
概莫能外,2
食物链,2
端口,2
大势所趋,2
老周,2
先驱,2
孚,2
春,2
成绩,4
三道,2
杠,2
意外,2
暑假作业,2
悄悄地,4
背着,2
偷偷摸摸,2
掉,10
好玩,10
潜伏,4
书店,2
看书,4
在家,2
奇葩,16
业界,2
公认,2
波尔多,8
之王,2
阿拉斯加,2
雪橇,2
行家,2
宝玛庄,2
2006,2
口感,2
61,2
大名,2
庄里算,2
说实话,2
知我者,2
赢天,2
木桶,2
写作,2
葡萄酒,4
走遍,2
葡萄园,2
好装,2
全招,2
前,18
名,2
明年,10
带到,2
参观,2
名酒,4
酒庄,4
住,8
庄里,2
手语,2
天下,32
黄河,4
水,4
黄,2
哥,6
笑,4
转存,4
回国,4
详细,4
内容,6
跨国,6
连线,2
巴黎,4
第十九,2
区,4
入侵,4
西西里岛,2
出发,2
R2WxF3V,2
后悔,6
大腿,2
见到,2
好几千,2
花骨朵,2
祖国,2
第二件,2
赶紧,2
火锅店,2
好吃,6
辣,2
1918,2
1927,2
报纸,2
欧洲,4
时报,2
眼里,2
震动,4
预言,4
两年,8
创业者,6
APP,6
类,8
万个,2
199999,2
烂,2
大街,2
游记,2
那种,4
比较文学,2
乱来,2
章法,2
贴,14
看不见,2
V,6
偏要,2
搞成,2
老蒋,2
只输,2
两点,2
发动,2
群众,2
力量,6
唱,2
流行歌曲,4
民间,2
肌肉,2
双飞,2
车里,2
橡皮筋,2
没事,8
黑一锅,2
厨房,2
性感,2
莉园,2
XO,4
上网,2
查,2
路易十三,2
收看,2
重播,2
战果,2
妈大怒,2
--------,6
橙汁,2
20%,2
早教,2
五公里,2
辐射,2
塑造,2
进攻性,2
重中之重,2
型,8
合伙人,2
要排,2
媳妇,4
注定,4
三年,14
央视,2
二套,2
央视网,2
杜卖,2
微博上,12
喊,4
嗓子,2
不信,6
战士,2
归来,4
致敬,2
帖,12
谣言,6
账号,4
封杀,4
酒杯,6
额外,2
赠送,8
配额,2
超大,2
电子,2
屏幕,2
量化,2
几斤,2
几吨,2
脸,8
左边,2
最美,4
瞎说,10
补充,6
参与感,2
优越感,2
自豪感,2
安全感,2
成就感,6
归属感,2
丢掉,2
霸气,4
我解,2
越近,8
打开,10
奸诈,2
欲望,4
释放,2
背叛,2
说错,4
一不卖,2
不让,4
压,2
库存,8
退货,6
囤货,4
早就,2
红酒,64
不像,6
白酒,16
上马,4
法国人,2
放假,2
一个月,8
非要,2
27,2
号,18
上班,6
享受,4
假期,2
海上,2
运到,2
最快,4
40,6
正宗,8
起码,8
十月,4
汗,4
真诚,4
上午,4
发言,2
升级,16
股东,6
第二批,8
担心,4
生于,2
年代,4
90,4
816,2
论坛,2
批评,10
完整,4
恶劣,2
不卖,4
只卖,4
经销商,2
恶,2
招,2
正经,4
节选,2
断篇,2
重点,4
捧场,8
信心十足,2
对得起,2
济南,2
够,6
单爱茹,2
爆炸,2
消防员,2
前男友,2
换人,2
老家,2
错,14
局中,2
这话,10
跟我走,2
夸,12
夸伤,2
此酒,2
同类产品,2
便宜,6
鱼,4
特地,2
自杀,2
七夕,6
网友,12
确认,12
狗,2
殉情,2
行草,8
气质,6
活成,2
苏,4
毁,4
派,4
签名版,2
这得,4
人要,2
付出,2
代价,2
两大,2
邪气,2
一是,2
奋力,2
融资,6
二是,2
放弃,2
曝光,2
没带,2
撒尿,6
证,2
柜子,2
全部都是,2
列级,2
庄,2
人才流失,2
故乡,6
留不住,2
优秀,4
赤字,2
东北,8
深思,2
回到,4
1949,2
此类,2
枪毙,2
连续,8
开枪,2
射击,2
18,12
次,6
我能,2
关键词,2
-----,2
爆灯,2
爆菊,2
爆胎,4
供应链,4
全国,16
最长,2
最难,2
俄罗斯,2
荣幸,4
再来,2
单独,4
酱香型,6
茅台,4
味,2
喝喝,4
验证,4
回头客,2
极高,2
况味,2
全在,2
发梢,2
街头,2
心情,2
指尖,2
岁月,4
绝版,8
温柔敦厚,2
烈,2
历经沧桑,2
才子,2
旺季,4
规律,4
浓香型,2
启动,4
清香,2
不远,4
乱,6
流行,2
包学,2
包会,2
懂,24
失望,2
微博骂,2
客气,4
升级版,2
出产,2
C,4
款,10
指导价,2
188,4
域名,2
点开,2
www,2
hebugou,2
com,2
一只,6
负重,2
飞行,2
苍蝇,8
翅膀,4
饭店,8
倒闭,8
前言,2
开业,2
三个,12
坐下,2
暮气,2
见过,2
超,2
体重,2
飞行速度,2
极慢,2
只须,2
盲喝,2
退缩,2
珠海,2
坚强,2
费用,6
电商,18
提出,2
高出,2
平均价格,2
甘肃省,2
买单,4
话,16
当地政府,2
重视,16
甘肃,2
特产,2
高企而,2
落后,2
拿出,2
态度,4
注意安全,4
迟早会,2
放开,2
真爱,2
兴趣,16
发烧,2
需求,6
警惕,2
理解,2
写出,2
内涵,2
李克,12
听,14
可测,2
-------------,2
嫁给,2
丑汉,2
铁律,2
离婚,4
作协,2
行政,2
单位,2
拉动,2
文明执法,2
没看,4
最牛,2
要命,4
我放个,2
屁,6
弄懂,2
社会化,4
奥秘,2
199,2
苍老,2
回乡,2
一本正经,4
小说,6
青葱,2
团队,12
负责人,2
困境,2
走向,4
听听,2
解决方案,2
帮转,4
怀才不遇,2
孤芳自赏,2
命,2
是芳,2
草,2
学完,2
华艺,4
学员,4
百万,4
抓住机会,2
不送,4
几条,2
深层次,2
自我,6
分,4
真帅,4
冲上去,2
赶下来,2
穿梭,2
其间,4
游刃有余,2
低于,4
53,6
度酒,2
冬天,6
酒浆,2
变得,6
浑浊,2
50,14
度,4
最佳,2
误,2
打理,2
月薪,2
五万,2
还价,4
看破,6
扣钱,2
敢接,2
先交,2
押金,2
万来,2
处罚金,2
罚没,2
滚蛋,6
穷,4
嘚,2
瑟,2
自闭,2
江苏,2
真好玩,2
急性,2
短暂,2
精神障碍,2
招聘,8
酒仓,14
正式,4
招兵买马,2
大干一场,2
搞出,2
48,2
涨停板,2
高嘉,8
长相,2
徒刑,2
花式,4
吐槽,2
个吐法,2
买酒,4
三观,2
恰是,2
更牛,2
成熟,4
清醒,2
纵容,2
单品,2
非,4
普通人,2
非凡,2
实力,4
博观,2
取,2
冒充,2
引流,2
微信,8
交易,4
广告,10
骗钱,2
经典,4
深蓝色,2
标的,2
